jd_id,title,category,min_experience,required_skills,jd_text
J0189,Finance Manager,Finance,1,"[""Excel"", ""QuickBooks"", ""Auditing"", ""SAP"", ""Budgeting"", ""Accounting"", ""Financial Modeling""]","Finance Manager at Meridian Softworks

We are looking for a Finance Manager to join our Finance team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: Excel, QuickBooks, Auditing, SAP, Budgeting, Accounting, Financial Modeling

Responsibilities include applying the above skills to real-world finance problems and collaborating with cross-functional teams."
J0190,Site Reliability Engineer,DevOps,5,"[""Terraform"", ""Docker"", ""Ansible"", ""Kubernetes"", ""Linux"", ""Azure""]","Site Reliability Engineer at Quantwave Inc

We are looking for a Site Reliability Engineer to join our DevOps team. The ideal candidate has at least 5 years of relevant experience.

Required Skills: Terraform, Docker, Ansible, Kubernetes, Linux, Azure

Responsibilities include applying the above skills to real-world devops problems and collaborating with cross-functional teams."
J0191,HR Executive,Human Resources,5,"[""HRIS"", ""Employee Relations"", ""Payroll"", ""Performance Management"", ""Onboarding"", ""Labor Law""]","HR Executive at Harborline Financial

We are looking for a HR Executive to join our Human Resources team. The ideal candidate has at least 5 years of relevant experience.

Required Skills: HRIS, Employee Relations, Payroll, Performance Management, Onboarding, Labor Law

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0192,Machine Learning Engineer,Data Science,0,"[""Natural Language Processing"", ""Python"", ""Pandas"", ""SQL"", ""NumPy"", ""Machine Learning"", ""Data Visualization""]","Machine Learning Engineer at Sundial HR Group

We are looking for a Machine Learning Engineer to join our Data Science team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: Natural Language Processing, Python, Pandas, SQL, NumPy, Machine Learning, Data Visualization

Responsibilities include applying the above skills to real-world data science problems and collaborating with cross-functional teams."
J0193,Site Reliability Engineer,DevOps,1,"[""CI/CD"", ""AWS"", ""Jenkins"", ""Docker"", ""Linux"", ""GCP"", ""Terraform""]","Site Reliability Engineer at Falconbyte

We are looking for a Site Reliability Engineer to join our DevOps team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: CI/CD, AWS, Jenkins, Docker, Linux, GCP, Terraform

Responsibilities include applying the above skills to real-world devops problems and collaborating with cross-functional teams."
J0194,HR Executive,Human Resources,5,"[""Employee Relations"", ""HRIS"", ""Payroll"", ""Labor Law"", ""Recruitment"", ""Onboarding"", ""Performance Management"", ""Talent Acquisition""]","HR Executive at Sundial HR Group

We are looking for a HR Executive to join our Human Resources team. The ideal candidate has at least 5 years of relevant experience.

Required Skills: Employee Relations, HRIS, Payroll, Labor Law, Recruitment, Onboarding, Performance Management, Talent Acquisition

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0195,Talent Acquisition Specialist,Human Resources,3,"[""Employee Relations"", ""HRIS"", ""Onboarding"", ""Labor Law"", ""Recruitment"", ""Payroll"", ""Performance Management""]","Talent Acquisition Specialist at Novatrail Consulting

We are looking for a Talent Acquisition Specialist to join our Human Resources team. The ideal candidate has at least 3 years of relevant experience.

Required Skills: Employee Relations, HRIS, Onboarding, Labor Law, Recruitment, Payroll, Performance Management

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0196,Site Reliability Engineer,DevOps,2,"[""Terraform"", ""Linux"", ""Docker"", ""GCP"", ""CI/CD"", ""AWS""]","Site Reliability Engineer at Orbitline Technologies

We are looking for a Site Reliability Engineer to join our DevOps team. The ideal candidate has at least 2 years of relevant experience.

Required Skills: Terraform, Linux, Docker, GCP, CI/CD, AWS

Responsibilities include applying the above skills to real-world devops problems and collaborating with cross-functional teams."
J0197,Accounts Executive,Finance,1,"[""Budgeting"", ""Forecasting"", ""Financial Modeling"", ""Financial Analysis"", ""Auditing""]","Accounts Executive at Sundial HR Group

We are looking for a Accounts Executive to join our Finance team. The ideal candidate has at least 1 years of relevant experience.

Required Skills: Budgeting, Forecasting, Financial Modeling, Financial Analysis, Auditing

Responsibilities include applying the above skills to real-world finance problems and collaborating with cross-functional teams."
J0198,HR Business Partner,Human Resources,0,"[""Onboarding"", ""Labor Law"", ""Performance Management"", ""Recruitment"", ""Talent Acquisition""]","HR Business Partner at BluePeak Solutions

We are looking for a HR Business Partner to join our Human Resources team. The ideal candidate has at least 0 years of relevant experience.

Required Skills: Onboarding, Labor Law, Performance Management, Recruitment, Talent Acquisition

Responsibilities include applying the above skills to real-world human resources problems and collaborating with cross-functional teams."
J0199,Cloud Infrastructure Engineer,DevOps,5,"[""Terraform"", ""Kubernetes"", ""Linux"", ""AWS"", ""Docker"", ""CI/CD"", ""Jenkins""]","Cloud Infrastructure Engineer at Nimbus Systems

We are looking for a Cloud Infrastructure Engineer to join our DevOps team. The ideal candidate has at least 5 years of relevant experience.

Required Skills: Terraform, Kubernetes, Linux, AWS, Docker, CI/CD, Jenkins

Responsibilities include applying the above skills to real-world devops problems and collaborating with cross-functional teams."
